,Control_1,Control_2,Control_3,Control_4,Mlp37347_1,Mlp37347_2,Mlp37347_3,Mlp37347_4,Mlp124499_1,Mlp124499_2,Mlp124499_3,Mlp124499_4
AT3G55490,47,127,97,227,131,107,97,52,66,85,87,116
AT3G55500,73,176,259,624,455,417,249,2033,997,945,1846,153
AT3G55510,78,227,173,556,264,255,147,80,200,205,162,292
AT3G55512,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55513,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55515,0,0,0,2,3,0,4,1,0,0,2,2
AT3G55520,261,366,345,696,547,498,308,284,226,292,367,311
AT3G55530,68,109,94,399,151,98,73,73,55,61,57,128
AT3G55540,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55550,0,1,2,1,1,1,0,0,0,0,0,0
AT3G55560,211,371,341,844,1232,993,584,214,187,250,262,361
AT3G55566,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55570,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55580,17,40,20,87,17,19,6,65,52,48,86,59
AT3G55590,0,0,0,0,1,1,0,0,0,0,0,0
AT3G55600,61,113,174,287,201,136,98,175,97,116,115,112
AT3G55605,35,88,88,184,163,115,88,32,62,50,80,136
AT3G55610,1454,3130,3009,9692,2519,2178,1339,6233,2215,2508,2032,2835
AT3G55620,379,1111,937,2349,1247,1043,614,705,691,746,682,1248
AT3G55630,116,305,333,1042,464,337,234,45,161,118,86,316
AT3G55640,77,157,179,375,182,189,100,99,97,100,151,158
AT3G55646,41,113,71,105,104,127,49,24,16,31,13,43
AT3G55650,0,2,0,7,2,4,1,1,0,1,0,0
AT3G55660,19,46,53,262,277,266,145,38,77,66,30,61
AT3G55665,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55670,0,0,0,0,0,1,0,0,0,1,0,1
AT3G55672,0,0,0,0,0,0,0,0,0,1,0,0
AT3G55677,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55680,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55690,15,37,31,93,86,72,40,15,31,32,28,78
AT3G55700,3,4,18,25,17,4,10,5,4,3,9,10
AT3G55710,63,92,82,309,241,140,111,33,90,78,56,175
AT3G55720,21,11,12,75,9,8,9,9,35,29,22,20
AT3G55730,40,138,94,302,83,88,41,53,60,73,75,175
AT3G55734,4,7,1,5,3,1,0,0,3,3,0,2
AT3G55735,0,0,0,1,0,2,0,0,2,2,1,0
AT3G55740,109,368,300,1048,276,246,135,189,267,255,360,385
AT3G55750,552,1434,1544,3229,2502,1872,1357,616,1064,1159,1186,1527
AT3G55760,160,302,165,752,664,643,376,412,1365,1349,3091,430
AT3G55770,582,2431,2547,5305,2566,2027,1379,3342,2063,2623,1646,2990
AT3G55780,1,2,0,1,2,0,0,0,0,1,1,0
AT3G55790,0,0,0,0,0,0,0,0,1,0,0,0
AT3G55795,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55800,4305,12715,11224,37864,19515,16113,10450,6171,5547,5558,5695,13125
AT3G55810,0,0,0,0,5,0,0,0,0,0,0,0
AT3G55820,16,23,28,45,48,36,20,28,17,16,18,35
AT3G55830,240,457,425,1120,648,545,303,345,242,246,376,334
AT3G55840,118,112,120,416,86,110,38,204,94,116,117,73
AT3G55850,195,462,465,1057,568,450,252,341,310,296,280,243
AT3G55860,0,0,1,3,1,0,0,0,0,0,0,0
AT3G55870,0,0,0,0,3,1,0,1,0,0,0,0
AT3G55880,119,292,246,501,192,196,90,241,143,220,310,210
AT3G55890,3,6,4,27,16,16,3,9,2,11,14,5
AT3G55900,1,0,0,4,0,2,1,0,0,1,0,1
AT3G55910,0,3,6,8,10,8,6,7,5,6,7,1
AT3G55920,122,156,172,430,289,247,186,113,167,160,194,124
AT3G55930,1,0,0,0,0,1,0,0,0,0,0,0
AT3G55935,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55940,27,39,31,89,43,51,26,50,72,67,178,26
AT3G55950,186,236,274,430,169,159,85,63,62,61,85,166
AT3G55960,372,1102,1266,1844,922,752,490,418,264,413,335,937
AT3G55970,122,223,179,362,31,61,27,287,30,47,48,219
AT3G55980,866,1398,1475,3906,1108,1489,515,871,346,387,599,1363
AT3G55990,47,132,74,402,121,136,82,32,83,83,87,73
AT3G56000,19,42,44,128,130,114,78,31,19,18,24,35
AT3G56010,508,949,959,1939,1564,1107,775,438,610,676,667,1132
AT3G56020,162,425,601,1448,1070,538,424,259,382,575,721,861
AT3G56030,37,50,37,87,42,39,24,26,28,21,38,57
AT3G56040,1057,1340,1219,3533,1651,1487,900,836,1235,1180,1582,692
AT3G56050,1014,2161,1886,4558,2670,2198,1412,1342,1436,1522,2202,2702
AT3G56060,233,763,621,1375,716,562,358,311,351,481,975,789
AT3G56070,107,305,253,979,437,331,210,96,256,265,245,497
AT3G56080,60,124,74,282,156,114,86,56,202,199,314,157
AT3G56085,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56090,94,474,363,1161,502,386,203,514,562,455,393,512
AT3G56100,15,42,33,170,127,131,65,16,44,66,25,39
AT3G56110,50,226,197,721,674,561,345,254,202,183,173,291
AT3G56120,106,222,178,574,342,284,179,111,168,207,191,229
AT3G56130,390,913,968,2573,1283,1213,749,1731,1167,1325,1232,834
AT3G56140,672,1628,1663,4499,1462,1190,681,2945,1178,1346,1114,874
AT3G56150,2152,3350,2963,8868,5047,4474,2582,2886,2675,2772,3245,3378
AT3G56160,144,555,511,1655,1107,879,522,172,314,308,173,445
AT3G56170,110,237,234,577,256,180,111,180,184,200,400,187
AT3G56180,6,0,0,1,4,1,0,0,0,1,7,1
AT3G56190,637,1698,1745,3968,2476,1925,1222,1665,1166,1503,1624,1617
AT3G56200,72,370,366,839,433,313,210,87,72,92,76,311
AT3G56210,102,250,294,562,599,429,306,274,152,162,181,317
AT3G56220,4,16,13,32,19,26,14,1,17,24,17,53
AT3G56230,6,7,5,21,13,3,3,2,3,3,3,2
AT3G56240,418,1339,1376,4723,4187,2808,2142,810,914,785,711,1720
AT3G56250,25,25,32,62,48,45,24,31,20,30,19,24
AT3G56260,43,59,75,98,43,62,33,76,36,54,56,80
AT3G56270,60,117,128,254,105,73,60,60,99,92,98,115
AT3G56290,403,930,956,1935,515,321,250,94,180,206,261,1581
AT3G56300,24,54,63,151,85,92,46,13,40,37,27,68
AT3G56310,786,1507,1485,3429,1542,1283,794,1516,857,1028,1427,1246
AT3G56320,25,36,58,123,104,78,47,39,38,43,38,81
AT3G56330,18,35,23,88,232,192,139,5,58,49,61,75
AT3G56340,352,1881,2019,4606,4081,2780,1830,1660,1525,1738,911,2696
AT3G56350,0,1,0,0,0,0,0,0,0,0,0,16
AT3G56360,1431,1455,1615,2943,4578,3834,2681,1322,279,475,693,1606
AT3G56370,143,475,406,1554,1281,1052,576,247,316,318,206,874
AT3G56380,0,0,0,1,4,2,1,1,0,1,0,0
AT3G56390,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56400,915,2330,2709,3291,718,694,309,138,437,410,743,865
AT3G56408,275,11,15,21,16,11,10,7,9,8,26,11
AT3G56410,53,30,19,12,28,12,12,12,12,13,17,24
AT3G56420,0,0,0,1,0,0,0,0,0,0,0,0
AT3G56430,77,145,120,375,324,250,171,68,128,135,178,212
AT3G56440,44,92,82,211,119,87,64,32,47,47,50,55
AT3G56450,26,75,68,209,119,95,48,84,76,75,65,90
AT3G56460,243,609,601,1899,1265,1002,726,793,476,500,566,557
AT3G56470,27,34,36,55,48,39,15,19,14,24,22,28
AT3G56480,127,311,292,802,447,354,248,133,160,176,118,258
AT3G56490,56,336,424,1362,726,551,336,260,297,298,200,537
AT3G56500,2,5,3,4,0,2,1,1,0,0,0,2
AT3G56510,148,256,285,736,301,277,153,214,183,209,227,283
AT3G56520,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56530,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56540,1,0,0,0,0,0,0,0,0,0,0,0
AT3G56550,3,4,4,25,14,20,10,9,9,8,6,15
AT3G56560,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56570,23,50,34,139,49,32,18,20,36,34,33,52
AT3G56580,185,331,331,800,565,457,255,250,262,307,369,363
AT3G56590,507,926,843,2426,1168,973,570,529,611,725,582,701
AT3G56600,1,4,3,7,14,6,4,0,6,6,8,6
AT3G56610,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56620,21,34,48,152,115,111,63,15,28,27,29,49
AT3G56630,180,370,344,733,367,313,179,237,204,211,354,518
AT3G56640,81,165,116,443,278,257,146,126,123,156,127,144
AT3G56650,294,824,856,2010,1401,1115,742,574,556,670,632,833
AT3G56660,4,1,2,6,6,4,4,0,3,5,3,4
AT3G56670,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56680,494,1058,1010,2763,2114,1696,932,992,855,926,795,1112
AT3G56690,114,249,219,627,323,275,159,215,222,214,149,204
AT3G56700,1,1,0,6,0,0,0,0,0,0,0,0
AT3G56705,1,3,4,2,8,7,3,19,6,8,0,11
AT3G56710,163,391,371,466,178,217,104,62,81,81,174,199
AT3G56720,303,317,311,714,932,797,490,705,641,647,1030,278
AT3G56730,6,6,11,46,23,20,13,6,13,14,5,6
AT3G56740,27,131,153,303,201,154,107,79,89,96,96,142
AT3G56750,172,364,368,962,675,490,320,380,232,282,264,367
AT3G56760,94,263,247,679,408,375,215,186,207,221,170,246
AT3G56770,16,8,20,44,14,20,17,10,16,18,13,18
AT3G56780,1,6,2,12,3,1,1,0,2,2,0,1
AT3G56790,15,5,7,15,1,2,1,2,1,5,3,7
AT3G56800,963,1975,2305,5430,2989,2175,1445,1048,1020,1317,2018,3086
AT3G56810,127,138,120,377,222,193,112,63,89,118,61,107
AT3G56820,32,93,78,214,119,97,53,66,47,57,44,84
AT3G56825,2,6,19,14,24,12,7,34,7,19,0,25
AT3G56830,31,73,93,221,119,112,56,82,64,64,50,80
AT3G56840,72,180,203,408,234,229,126,111,105,101,105,231
AT3G56850,175,332,312,824,468,361,223,389,252,305,264,298
AT3G56860,1428,1553,1653,4302,2411,1995,1248,1514,1078,1379,1706,1478
AT3G56870,22,47,32,83,98,57,54,7,40,41,39,39
AT3G56880,177,657,590,1540,1190,1329,577,889,775,799,626,728
AT3G56890,3,4,7,7,3,4,2,2,2,1,0,8
AT3G56891,2,4,2,0,5,2,3,0,0,1,0,2
AT3G56900,76,107,90,353,187,163,125,88,87,121,108,98
AT3G56910,449,889,1056,3296,2453,1872,1170,596,665,748,916,1179
AT3G56920,0,3,0,0,0,0,0,0,0,0,0,0
AT3G56930,97,203,208,536,288,283,169,494,142,165,224,200
AT3G56940,6874,20740,19202,54290,46730,38612,24391,23656,19778,19924,15491,20870
AT3G56950,193,278,257,639,248,227,129,143,135,166,237,215
AT3G56960,33,53,53,177,80,89,46,45,44,50,36,53
AT3G56970,0,1,0,34,33,44,46,0,0,0,0,1
AT3G56980,0,0,0,45,54,71,31,0,0,0,0,1
AT3G56990,173,279,294,684,391,285,191,76,223,232,182,334
AT3G57000,187,294,251,785,409,279,201,132,213,234,299,336
AT3G57010,7,26,24,66,45,77,35,34,13,10,18,56
AT3G57020,604,1070,1101,1788,387,304,210,321,216,237,540,844
AT3G57030,120,395,362,1214,449,351,199,229,250,280,176,454
AT3G57040,344,392,478,1152,371,308,187,561,304,387,370,673
AT3G57050,378,1235,1179,2764,2034,1677,1142,1221,1005,998,809,1070
AT3G57060,95,145,140,465,444,391,231,120,167,163,132,124
AT3G57062,47,114,109,258,206,146,85,63,100,123,123,220
AT3G57070,210,380,365,757,458,382,186,446,198,286,431,552
AT3G57072,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57080,84,196,193,468,386,288,188,194,141,171,156,216
AT3G57090,193,529,546,1165,834,684,397,416,334,368,520,557
AT3G57100,5,2,1,0,2,0,0,2,1,0,0,2
AT3G57110,2,3,1,9,4,4,1,1,6,3,2,2
AT3G57120,125,184,179,396,365,287,210,146,110,152,182,200
AT3G57130,5,15,14,28,28,26,11,7,14,14,8,26
AT3G57140,33,69,84,278,140,139,83,105,65,78,45,89
AT3G57150,760,1347,1151,3107,1559,1637,981,559,1068,1136,1150,2128
AT3G57157,0,3,6,22,21,11,15,0,2,5,3,15
AT3G57160,2,9,5,29,30,25,9,6,6,9,0,5
AT3G57170,128,293,304,1014,682,592,315,497,420,535,287,211
AT3G57180,239,237,176,618,529,489,322,73,178,149,209,224
AT3G57190,118,224,230,550,285,214,160,83,129,114,160,388
AT3G57200,9,23,17,61,39,46,13,3,19,12,9,29
AT3G57210,0,3,8,7,4,8,2,4,1,2,0,3
AT3G57220,48,221,177,600,396,312,207,155,117,154,93,262
AT3G57230,220,449,521,814,466,340,214,372,369,394,488,302
AT3G57240,98,158,111,73,42,27,41,2,52,35,55,23
AT3G57250,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57260,929,771,782,361,339,314,237,48,141,90,331,285
AT3G57270,1,1,0,2,3,1,1,0,0,0,0,0
AT3G57280,185,620,690,1186,772,588,369,247,253,260,242,561
AT3G57290,655,1582,1483,4458,2312,1842,1100,1113,1308,1424,1326,1886
AT3G57300,1253,1604,1572,4405,1564,1519,845,2185,1353,1751,1530,834
AT3G57310,0,2,0,0,0,0,0,0,0,0,0,1
AT3G57320,47,122,143,385,154,134,75,103,125,102,108,152
AT3G57330,876,2490,2072,5760,3047,2368,1531,930,611,738,748,1899
AT3G57340,132,406,403,1328,760,640,391,591,356,407,388,418
AT3G57350,72,275,197,543,334,329,179,192,207,221,166,178
AT3G57360,1,12,28,42,29,25,17,7,7,9,8,17
AT3G57370,0,0,0,0,0,0,0,0,1,0,0,0
AT3G57380,3,7,6,16,9,5,4,8,2,1,5,15
AT3G57390,84,158,148,377,179,130,80,144,101,112,177,152
AT3G57400,328,651,506,1901,705,513,334,237,266,328,510,689
AT3G57410,1298,3389,2923,8608,3723,3327,1801,3703,1702,2039,2021,1846
AT3G57420,194,462,401,1456,691,559,300,302,251,247,248,282
AT3G57430,42,101,71,192,184,175,107,78,92,95,93,76
AT3G57440,5,5,22,32,11,8,9,4,5,7,11,12
AT3G57450,126,258,370,761,452,386,239,104,92,124,105,446
AT3G57460,180,295,494,448,80,63,43,23,39,23,58,38
AT3G57465,0,3,5,2,3,1,0,0,0,0,1,3
AT3G57470,639,1116,1110,3132,1711,1365,849,1223,930,1161,914,580
AT3G57480,75,145,213,321,240,164,115,152,78,91,104,94
AT3G57490,96,227,200,545,258,230,134,53,146,127,107,361
AT3G57500,7,12,12,59,39,26,14,7,27,20,6,29
AT3G57510,39,0,0,26,2,0,0,1,0,0,0,0
AT3G57520,3760,6728,8415,22242,7467,6765,3354,37299,2997,3929,2389,1536
AT3G57530,641,941,907,2186,1004,788,509,953,492,565,838,790
AT3G57540,33,47,49,92,18,32,17,53,50,45,154,106
AT3G57550,1065,1343,1479,3363,1227,1027,664,626,557,680,886,1242
AT3G57560,321,441,424,1408,1330,1067,680,270,357,364,401,777
AT3G57570,109,345,288,880,437,392,238,211,228,257,169,233
AT3G57580,31,46,39,149,86,81,46,41,36,48,57,52
AT3G57587,1,0,0,8,1,3,0,1,1,2,0,2
AT3G57590,25,90,94,229,129,136,68,71,62,65,58,98
AT3G57600,33,49,68,199,88,83,32,54,54,50,41,75
AT3G57610,183,920,735,3205,2165,1767,1047,393,645,565,327,954
AT3G57620,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57630,150,316,300,690,265,180,126,69,91,113,98,259
AT3G57640,53,83,46,144,65,48,32,25,19,22,35,58
AT3G57645,1,3,11,5,3,6,3,20,13,15,0,15
AT3G57650,371,570,499,1602,1424,1228,688,615,466,510,523,544
AT3G57660,341,603,465,1368,637,586,281,209,582,584,468,580
AT3G57670,7,15,20,68,39,28,19,18,16,15,11,17
AT3G57680,43,54,53,147,103,82,37,15,102,59,248,65
AT3G57690,4,0,0,4,0,0,0,0,1,0,0,0
AT3G57700,5,6,5,1,1,0,0,1,1,1,0,0
AT3G57710,130,127,104,289,273,207,134,101,82,101,137,180
AT3G57720,47,60,42,153,101,74,50,64,50,71,100,69
AT3G57730,0,1,7,4,5,0,1,1,0,4,1,3
AT3G57740,9,19,17,39,23,7,9,8,2,6,14,13
AT3G57750,158,168,183,401,263,176,113,105,88,113,193,197
AT3G57760,48,65,96,231,125,90,64,100,51,59,57,76
AT3G57765,1,4,12,5,18,11,5,23,2,9,2,24
AT3G57770,29,69,54,79,75,60,31,147,49,85,110,55
AT3G57780,111,219,205,690,432,390,224,151,187,197,269,343
AT3G57785,14,55,96,195,167,131,72,66,54,71,54,172
AT3G57787,1,1,2,3,4,5,0,1,0,2,1,1
AT3G57790,93,290,304,846,439,340,199,253,215,270,221,206
AT3G57800,420,1429,1253,3295,1389,1242,665,1260,955,1014,913,1344
AT3G57810,65,225,192,652,337,241,163,107,114,108,91,186
AT3G57830,161,225,174,636,231,221,94,85,150,155,133,277
AT3G57840,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57850,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57860,15,39,42,141,114,103,67,25,35,42,20,54
AT3G57870,879,1856,1852,3324,2644,2018,1449,985,1034,1156,1417,1798
AT3G57880,397,721,672,1926,942,668,428,616,315,395,413,631
AT3G57890,405,1041,986,2807,1940,1581,978,1077,873,937,733,845
AT3G57900,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57910,97,57,70,166,105,89,71,53,45,55,111,81
AT3G57920,0,0,1,1,0,1,1,1,1,1,1,2
AT3G57930,400,230,216,642,995,765,534,301,191,217,567,272
AT3G57940,61,193,120,405,227,172,106,72,180,137,127,194
AT3G57950,4,4,3,7,5,12,5,2,5,2,3,6
AT3G57960,0,0,0,0,0,0,0,0,0,0,0,1
AT3G57965,27,36,43,116,109,56,42,39,51,34,44,79
AT3G57970,44,1,3,5,1,0,0,2,1,3,9,4
AT3G57980,192,257,214,573,304,316,157,192,178,207,201,165
AT3G57990,452,790,787,2162,1060,912,554,517,400,401,746,936
AT3G58000,4,24,22,97,24,16,14,10,17,17,9,20
AT3G58010,165,442,429,904,655,546,355,370,364,365,464,407
AT3G58020,75,166,190,472,240,187,119,129,122,138,119,185
AT3G58030,445,879,789,1684,1058,892,528,695,537,704,757,984
AT3G58035,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58040,323,460,440,1075,676,503,361,433,280,330,379,448
AT3G58050,530,701,676,1758,971,879,563,834,580,682,719,444
AT3G58060,0,0,0,0,0,1,0,0,4,3,1,0
AT3G58070,11,31,34,98,42,28,20,2,20,15,12,110
AT3G58090,42,106,108,238,149,138,99,78,89,84,98,123
AT3G58100,110,69,61,156,113,103,63,33,53,50,84,66
AT3G58110,615,587,566,1186,759,620,424,464,381,490,966,591
AT3G58120,1087,1833,1204,3133,1790,1437,876,1113,940,1222,1183,988
AT3G58130,54,77,96,254,150,111,69,53,41,51,58,79
AT3G58140,670,1320,1100,3288,2650,2534,1512,724,762,880,1111,983
AT3G58150,2,5,4,8,6,5,3,1,4,3,3,3
AT3G58160,123,161,161,444,305,226,128,113,157,167,220,120
AT3G58165,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58170,104,338,352,833,542,409,277,275,226,256,302,390
AT3G58180,47,166,187,490,296,228,110,119,91,118,83,283
AT3G58190,0,0,0,1,0,0,0,0,0,0,0,0
AT3G58193,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58196,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58200,0,20,20,55,31,40,10,4,11,18,10,40
AT3G58210,0,0,0,0,0,0,0,0,0,0,0,1
AT3G58220,295,310,292,719,361,266,190,192,256,257,347,382
AT3G58230,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58240,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58250,0,1,0,0,0,0,0,0,0,0,0,0
AT3G58260,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58270,15,42,37,134,106,71,45,51,22,25,37,58
AT3G58280,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58290,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58300,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58310,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58320,0,0,0,2,0,0,0,0,0,0,0,0
AT3G58330,1,0,0,2,0,2,0,0,0,0,0,0
AT3G58340,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58350,10,16,19,66,38,24,24,18,14,10,12,17
AT3G58360,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58370,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58380,2,4,10,5,5,3,3,3,1,2,6,1
AT3G58390,1,0,0,0,1,1,2,2,0,1,5,4
AT3G58400,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58410,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58415,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58420,5,0,0,0,0,0,0,0,0,0,0,0
AT3G58430,14,38,35,115,65,69,42,16,33,24,35,54
AT3G58440,2,1,0,0,0,0,1,0,0,0,0,0
AT3G58450,1,0,0,0,0,0,0,0,0,0,0,3
AT3G58460,91,488,476,1120,660,559,336,337,271,308,217,525
AT3G58470,53,191,166,560,217,224,122,156,164,175,131,243
AT3G58480,1,0,0,2,0,1,0,1,0,0,0,0
AT3G58490,444,1611,1628,3427,1318,1042,653,1731,615,821,613,836
AT3G58500,641,1830,1879,5937,2862,2246,1396,2400,1494,1896,1265,1868
AT3G58510,237,787,706,2025,1013,958,505,554,526,555,402,616
AT3G58520,4,24,22,54,72,57,47,14,27,26,23,29
AT3G58530,98,191,178,447,369,309,193,266,183,183,201,134
AT3G58540,0,1,0,0,0,1,0,0,1,0,1,1
AT3G58550,3,4,7,39,43,65,42,12,22,29,18,51
AT3G58560,363,1105,1049,2408,1455,1187,739,658,768,862,617,927
AT3G58570,64,109,101,358,522,525,254,271,320,315,319,105
AT3G58580,164,434,394,937,643,541,311,284,325,324,334,357
AT3G58585,0,0,0,1,0,0,0,0,0,0,0,0
AT3G58590,11,18,15,38,37,23,15,14,18,13,21,31
AT3G58600,544,561,656,1130,669,533,354,582,301,357,552,333
AT3G58610,1817,5570,4501,15179,11996,10374,6109,5290,4656,4602,3714,6149
AT3G58620,236,378,372,1082,796,618,412,533,319,359,479,308
AT3G58630,91,190,156,519,287,268,136,109,139,152,145,205
AT3G58640,912,2237,2112,5057,1855,1542,825,2340,1685,1974,2028,1481
AT3G58650,80,91,78,271,274,284,157,71,128,108,58,105
AT3G58660,487,394,356,1226,749,611,416,234,343,366,710,811
AT3G58670,214,503,532,963,599,428,304,759,388,429,352,401
AT3G58680,401,1205,1190,2663,2366,1805,1206,2212,1567,1814,2337,1629
AT3G58690,14,76,75,308,184,141,122,96,81,78,85,96
AT3G58700,155,596,570,1337,916,652,385,324,438,525,436,788
AT3G58710,51,74,66,188,88,84,54,63,27,61,61,71
AT3G58720,142,145,123,280,143,146,87,98,124,137,137,166
AT3G58730,670,1787,1833,4248,3080,2425,1619,1384,1150,1347,1621,2098
AT3G58740,1,2,2,7,1,7,1,8,0,0,4,0
AT3G58750,375,851,912,1975,1539,1231,769,2793,735,836,976,536
AT3G58760,138,360,359,820,655,484,274,267,295,286,352,317
AT3G58770,6,10,15,45,23,19,11,6,4,11,11,10
AT3G58780,11,5,2,11,3,4,5,2,6,12,8,2
AT3G58790,81,217,193,501,420,318,204,183,185,207,186,260
AT3G58795,12,1,0,3,2,1,1,1,1,1,3,1
AT3G58800,22,57,44,169,115,97,51,46,43,51,54,74
AT3G58810,6,15,19,39,22,17,10,15,15,12,14,27
AT3G58820,20,50,49,174,113,70,50,34,43,59,45,52
AT3G58830,90,166,135,536,529,416,251,66,127,151,131,203
AT3G58840,475,274,224,710,342,290,196,109,155,201,427,442
AT3G58850,115,156,156,549,102,66,49,136,163,181,139,299
AT3G58860,0,0,1,3,0,0,0,0,0,0,0,1
AT3G58875,22,26,27,71,25,37,25,7,19,24,22,39
AT3G58877,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58880,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58890,0,0,0,1,0,0,0,0,0,0,0,0
AT3G58900,54,83,87,326,175,150,89,50,69,70,109,84
AT3G58910,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58920,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58930,37,88,83,266,95,95,46,27,46,64,75,101
AT3G58940,48,97,81,226,174,165,107,27,52,67,70,103
AT3G58950,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58960,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58970,326,462,475,1259,639,544,293,454,339,366,489,608
AT3G58980,18,50,43,119,81,61,27,24,44,34,28,56
AT3G58990,174,288,262,581,1112,1122,673,15,159,107,113,436
AT3G59000,35,93,75,232,124,114,40,41,55,64,72,83
AT3G59010,51,244,197,791,570,382,261,65,109,96,217,207
AT3G59020,907,1840,1767,4006,2519,2026,1165,2376,1172,1382,1171,1322
AT3G59030,12,0,0,2,3,3,1,0,0,0,5,1
AT3G59040,292,583,499,1183,1233,989,594,342,369,393,500,639
AT3G59050,145,486,461,1019,519,444,245,355,285,279,320,468
AT3G59060,1972,3617,3282,8538,5160,4169,2570,5161,2388,2820,2925,2244
AT3G59068,3,3,10,1,3,1,1,1,0,7,2,10
AT3G59070,4,0,0,1,0,0,1,0,1,1,0,0
AT3G59080,125,260,297,641,355,323,188,135,68,109,91,137
AT3G59090,373,806,740,1595,1086,854,526,509,383,450,584,599
AT3G59100,137,249,174,655,330,318,179,181,187,197,112,84
AT3G59110,201,411,362,1143,894,738,455,584,508,567,521,314
AT3G59120,15,2,0,6,2,2,2,1,4,1,6,0
AT3G59130,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59140,169,390,308,1003,607,556,262,46,131,105,116,279
AT3G59150,18,65,71,230,91,77,42,34,51,47,34,95
AT3G59160,0,1,1,1,0,0,0,0,0,0,0,0
AT3G59170,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59180,0,0,1,0,0,0,0,0,0,0,0,0
AT3G59190,1,5,2,8,12,4,5,0,2,3,0,7
AT3G59200,5,5,10,9,20,17,4,1,8,8,15,16
AT3G59210,80,194,198,504,210,176,108,163,223,238,274,273
AT3G59220,39,100,74,252,8,11,2,6,12,18,39,55
AT3G59230,0,2,1,1,0,1,2,1,0,1,0,3
AT3G59240,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59245,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59250,8,18,17,51,29,21,15,2,11,5,10,52
AT3G59260,0,0,1,1,0,0,0,0,0,2,1,1
AT3G59270,1,5,2,11,9,12,5,0,6,0,0,3
AT3G59280,120,428,463,818,527,411,255,224,205,223,221,446
AT3G59290,287,382,393,1001,533,508,252,330,347,329,360,184
AT3G59295,26,4,2,1,2,3,1,0,1,4,5,0
AT3G59300,169,407,340,872,528,400,264,196,272,311,323,280
AT3G59310,46,127,101,336,512,376,291,76,57,77,79,159
AT3G59320,21,109,107,320,191,153,111,88,100,112,101,97
AT3G59330,30,79,86,265,117,91,56,66,56,50,34,30
AT3G59340,1,2,0,2,6,3,2,6,0,5,6,1
AT3G59350,146,498,407,1213,2952,2283,1415,1818,511,719,648,494
AT3G59360,160,555,510,1113,746,646,335,335,317,320,335,456
AT3G59370,0,1,2,3,0,0,0,0,0,5,11,1
AT3G59380,225,505,555,1055,767,573,396,422,322,371,317,461
AT3G59390,17,52,52,153,86,89,40,28,38,41,49,73
AT3G59400,72,94,109,189,142,98,84,65,71,87,148,183
AT3G59410,2834,670,701,1456,926,666,381,681,495,529,1545,479
AT3G59415,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59420,72,184,152,582,272,247,143,155,160,190,230,258
